repository,pr_number,author,title,created_at,merged_at,base_branch,lines_added,lines_deleted,total_lines_changed,files_changed
FSP-V4,7722,joshvahl-fsp,"FE-662.1/hotfix",2025-05-22T18:35:47Z,2025-05-22T18:42:38Z,FE-662.1-hotfix,3,4,7,2
FSP-V4,7721,joshvahl-fsp,"Fe 653/merge conflict resolution",2025-05-22T16:04:03Z,2025-05-22T16:19:09Z,FE-653-RC-3,3339,366,3705,55
FSP-V4,7715,joshvahl-fsp,"unit test fixes",2025-05-21T22:18:38Z,2025-05-22T12:40:00Z,FE-653-RC-3,30,23,53,6
FSP-V4,7702,tylermeininger-fsp,"FSP-11282 Drag & drop reservation bugfixes",2025-05-20T22:07:11Z,2025-05-21T18:45:44Z,FE-663-RC,52,16,68,4
FSP-V4,7701,timsquires,"Combine FE-660 and FE-661",2025-05-20T21:12:59Z,2025-05-20T21:22:18Z,FE-661-RC-2,2199,412,2611,56
FSP-V4,7700,joshvahl-fsp,"FSP-11583 fixes issue where afterClosed was not working",2025-05-20T21:10:55Z,2025-05-20T21:17:18Z,FE-662-RC-1,43,14,57,1
FSP-V4,7695,joshvahl-fsp,"FE-662 defect fixes",2025-05-19T20:41:42Z,2025-05-19T21:30:31Z,FE-662-RC-1,12,4,16,2
FSP-V4,7688,timsquires,"Combine FE-657 and FE-659",2025-05-19T15:39:53Z,2025-05-19T15:51:10Z,FE-657-659-RC-1,28,1,29,2
FSP-V4,7687,timsquires,"FSP-11478 enable checkride toggle",2025-05-19T14:02:44Z,2025-05-20T21:34:29Z,FE-661-RC-2,211,165,376,8
FSP-V4,7686,tylermeininger-fsp,"FSP-11554 Fix permission checks needed for logging/editing exams",2025-05-16T21:13:40Z,2025-05-19T13:25:31Z,FE-660-RC-4,12,5,17,1
FSP-V4,7685,timsquires,"FSP-11506 AviatorPro bug fixes",2025-05-16T17:24:45Z,2025-05-19T15:43:38Z,FE-661-RC,246,146,392,8
FSP-V4,7684,tylermeininger-fsp,"FSP-11548 Student permission fix for view exam",2025-05-16T16:35:04Z,2025-05-16T17:20:02Z,FE-660-RC-4,16,4,20,3
FSP-V4,7683,adam-blumberg,"Updated Cypress Tests for FSP-10890",2025-05-15T21:50:23Z,2025-05-20T18:14:45Z,FE-660-RC-4,18,26,44,2
FSP-V4,7682,joshvahl-fsp,"Payment links",2025-05-15T15:49:34Z,2025-05-16T18:50:25Z,FE-662-RC-1,3302,367,3669,55
FSP-V4,7671,amatasek,"Update verbiage for aviator pro",2025-05-13T15:30:23Z,2025-05-13T16:52:36Z,FE-657-RC-1,16,6,22,1
FSP-V4,7670,timsquires,"FSP-11489 move chartjs files from index to angularjs libs bundle",2025-05-13T15:29:12Z,2025-05-14T14:51:22Z,FE-660-RC,22,3,25,4
FSP-V4,7669,joshvahl-fsp,"FSP-10646 updates all applicable quickbooks references",2025-05-13T14:57:06Z,2025-05-21T21:19:06Z,FE-653-RC-3,6093,3901,9994,295
FSP-V4,7668,joshvahl-fsp,"FSP-10609 adds netsuite integration page and updates qbo integration page",2025-05-13T14:55:37Z,2025-05-21T19:20:41Z,FE-653-RC-3,552,253,805,51
FSP-V4,7667,joshvahl-fsp,"FSP-10607 adds netsuite integrations option to integrations page",2025-05-13T14:54:23Z,2025-05-21T19:04:20Z,FE-653-RC-3,47,18,65,9
FSP-V4,7662,bartgriffith,"strip query param after modal opens",2025-05-09T19:09:34Z,2025-05-09T19:30:42Z,FE-659-RC-2,7,0,7,1
FSP-V4,7661,tylermeininger-fsp,"FSP-10890 View exam modal",2025-05-09T18:31:16Z,2025-05-12T15:15:53Z,FE-660-RC,2136,379,2515,50
FSP-V4,7660,bartgriffith,"FSP-11483: deep link to invoice (iOS app support)",2025-05-09T18:16:54Z,2025-05-09T18:30:12Z,FE-659-RC-2,21,1,22,2
FSP-V4,7643,joshvahl-fsp,"FSP-11460 fixes logic that refreshes info for sports courses",2025-05-06T15:08:02Z,2025-05-06T15:13:17Z,FE-655-RC-2,6,2,8,1
FSP-V4,7631,timsquires,"FSP-11402 link discovery flight",2025-05-05T20:12:15Z,2025-05-07T13:48:51Z,FE-658-RC-3,419,72,491,14
FSP-V4,7624,joshvahl-fsp,"FSP-11450 fixes issue with null reference",2025-05-05T15:44:15Z,2025-05-05T15:55:58Z,FE-655-RC-2,1,1,2,1
FSP-V4,7615,tylermeininger-fsp,"FSP-11445 Send false if no value is available for manualTailAssignment",2025-05-02T20:45:53Z,2025-05-02T20:46:50Z,654.1-hotfix,4,2,6,1
FSP-V4,7614,NickHotalling-FSP,"FSP-11406 Discovery Flight - Display Payrix error messages",2025-05-02T20:18:01Z,2025-05-06T19:59:30Z,FE-658-RC-3,79,29,108,4
FSP-V4,7613,joshvahl-fsp,"FSP-11438, FSP-11441, FSP-11442 fixes issue with order of items in vm$",2025-05-02T19:32:28Z,2025-05-02T19:36:25Z,FE-655-RC-2,1,3,4,1
FSP-V4,7612,joshvahl-fsp,"FSP-11437 fix issue with modal creating two items if save clicked twice",2025-05-02T17:01:57Z,2025-05-02T17:23:03Z,FE-655-RC-2,17,10,27,4
FSP-V4,7607,NickHotalling-FSP,"FSP-11425 Discovery Flight surcharge fixes",2025-05-02T16:37:39Z,2025-05-06T19:58:29Z,FE-658-RC-3,94,88,182,5
FSP-V4,7600,adam-blumberg,"Update settings_TrainingHub-tests.spec.js",2025-05-01T20:39:53Z,2025-05-01T20:43:14Z,FE-656-RC-3,35,64,99,1
FSP-V4,7599,joshvahl-fsp,"FE-655 defect fixes",2025-05-01T20:24:09Z,2025-05-02T14:18:48Z,FE-655-RC-2,81,40,121,9
FSP-V4,7597,timsquires,"FSP-11314 remove downed aircraft from list sent to solver",2025-05-01T14:47:32Z,2025-05-01T14:52:47Z,FE-657-RC,32,2,34,2
FSP-V4,7596,joshvahl-fsp,"FSP-11408 fixes infinite spinner logic issue",2025-05-01T14:32:56Z,2025-05-01T14:35:10Z,FE-655-RC-2,3,0,3,1
FSP-V4,7584,amatasek,"useFactory to fix race condition",2025-04-30T21:45:29Z,2025-04-30T21:46:51Z,FE-652.1-hotfix,1,1,2,1
FSP-V4,7583,NickHotalling-FSP,"FSP-11400 Discovery Flight Preferences - merchant account message, disable auto save ",2025-04-30T20:53:44Z,2025-04-30T21:51:09Z,FE-652.1-hotfix,58,20,78,2
FSP-V4,7582,amatasek,"Remove dead code and add console error",2025-04-30T20:06:38Z,2025-04-30T20:09:10Z,FE-652.1-hotfix,1,16,17,2
FSP-V4,7581,tylermeininger-fsp,"FSP-8849 Improve availability check for group slots",2025-04-30T16:40:54Z,2025-05-01T14:51:56Z,FE-657-RC,5,1,6,3
FSP-V4,7569,timsquires,"FSP-11391 add support for new syllabus provider, The Finer Points",2025-04-28T21:17:41Z,2025-04-30T15:48:11Z,FE-656-RC,8,0,8,6
FSP-V4,7568,NickHotalling-FSP,"Discovery Flights - Ensure location is set when auto-saving",2025-04-28T20:21:09Z,2025-04-28T20:38:18Z,FE-651-652-RC-3,7,1,8,1
FSP-V4,7567,timsquires,"Combine FE-652 and FE-651",2025-04-28T18:48:46Z,2025-04-28T18:57:24Z,FE-651-652-RC-3,6433,7,6440,105
FSP-V4,7561,joshvahl-fsp,"Self service payment links",2025-04-28T15:23:43Z,2025-04-29T20:41:34Z,FE-655-RC-2,2702,1296,3998,43
FSP-V4,7555,NickHotalling-FSP,"Discovery Flight - change state input to dropdown, data-cy",2025-04-25T21:33:37Z,2025-04-28T14:53:41Z,FE-652-RC-4,134,11,145,8
FSP-V4,7554,NickHotalling-FSP,"Fix: Do not load QBO users if accountingSync not enabled",2025-04-25T20:52:27Z,2025-04-25T21:05:44Z,FE-652-RC-4,32,19,51,2
FSP-V4,7553,amatasek,"FSP-11356 Discovery Flight List",2025-04-25T18:58:45Z,2025-04-25T20:35:24Z,FE-652-RC-4,598,8,606,12
FSP-V4,7547,NickHotalling-FSP,"FSP-11355 Discovery flight Payrix form revisions",2025-04-24T21:30:49Z,2025-04-25T17:03:48Z,FE-652-RC-4,1545,588,2133,22
FSP-V4,7546,timsquires,"FSP-11377 only show customization row for aviator pro",2025-04-24T21:06:12Z,2025-04-25T14:09:51Z,FE-650-RC-1,46,40,86,2
FSP-V4,7538,amatasek,"Send proper env header",2025-04-24T20:19:53Z,2025-04-24T20:29:10Z,FE-652-RC-4,1,1,2,1
FSP-V4,7537,timsquires,"FSP-11366 Fix my apps modal defect",2025-04-24T17:49:08Z,2025-04-24T18:37:35Z,FE-650-RC-1,17,28,45,2
FSP-V4,7528,timsquires,"FSP-11059 use location offset instead of company's for civil twilight",2025-04-23T19:04:50Z,2025-04-24T14:28:15Z,FE-651-RC,47,30,77,2
FSP-V4,7527,amatasek,"[FSP-11280] Discovery Flight Preferences",2025-04-23T18:59:41Z,2025-04-24T19:50:37Z,FE-652-RC-4,886,17,903,25
FSP-V4,7520,timsquires,"FSP-11275 AP company customization link",2025-04-23T14:50:24Z,2025-04-23T16:34:16Z,FE-650-RC-1,125,18,143,10
FSP-V4,7507,tylermeininger-fsp,"FSP-11353 Map date from UTC to company time zone",2025-04-22T20:52:14Z,2025-04-28T14:21:09Z,FE-654-RC,41,22,63,1
FSP-V4,7505,tylermeininger-fsp,"FSP-9868 Res training bugfix",2025-04-22T17:59:28Z,2025-04-23T18:17:50Z,FE-651-RC,17,5,22,1
FSP-V4,7504,timsquires,"FSP-11346 move aviator pro config to base context",2025-04-22T16:03:27Z,2025-04-22T17:00:14Z,FE-650-RC-1,7,5,12,5
FSP-V4,7498,tylermeininger-fsp,"FSP-11343 Data-cy and unit test model changes",2025-04-21T16:48:33Z,2025-04-21T17:02:06Z,FE-648-RC-3,16,3,19,5
FSP-V4,7497,tylermeininger-fsp,"FSP-11342 Data-cy update",2025-04-21T15:46:21Z,2025-04-21T15:47:37Z,FE-648-RC-3,1,0,1,1
FSP-V4,7494,timsquires,"FSP-11273 add null check for course",2025-04-17T20:59:25Z,2025-04-17T21:00:48Z,FE-646-RC-1,6,2,8,1
FSP-V4,7493,joshvahl-fsp,"FSP-11284 updates student financing terms and conditions document",2025-04-17T19:29:18Z,2025-04-21T14:40:15Z,FE-649-RC-4,7,5,12,4
FSP-V4,7492,joshvahl-fsp,"FSP-11139 auto billing tab changes",2025-04-17T19:02:09Z,2025-04-22T16:16:36Z,FE-647-RC-2,11,12,23,4
FSP-V4,7491,timsquires,"FSP-11254 aviator pro link fixes",2025-04-17T18:56:23Z,2025-04-21T14:34:12Z,FE-650-RC-1,383,290,673,24
FSP-V4,7490,amatasek,"FSP-11296 - Discovery flights UI Migration",2025-04-17T17:31:39Z,2025-04-22T21:18:48Z,FE-652-RC-4,3877,3,3880,73
FSP-V4,7489,tylermeininger-fsp,"FSP-11250 Smart scheduling group updates",2025-04-17T16:40:19Z,2025-04-25T16:07:05Z,FE-654-RC,213,70,283,12
FSP-V4,7485,tylermeininger-fsp,"Fsp-10438 upgrade check in modal for mx reservations",2025-04-16T19:19:00Z,2025-04-18T17:07:42Z,FE-648-RC-3,2346,850,3196,47
FSP-V4,7484,tylermeininger-fsp,"FSP-11268 Remove smart schedule feedback mechanism",2025-04-16T18:42:13Z,2025-04-21T14:37:04Z,FE-648-RC-3,0,291,291,12
FSP-V4,7481,joshvahl-fsp,"FSP-11239 changes paymentDueAtUtc to autoBillingAtUtc",2025-04-14T14:23:17Z,2025-04-22T16:15:34Z,FE-647-RC-2,147,127,274,19
FSP-V4,7476,tylermeininger-fsp,"FSP-10998 Fix aircraft times modal not loading after aircraft class change",2025-04-10T15:39:05Z,2025-04-10T15:46:24Z,FE-645-RC-1,30,16,46,2
FSP-V4,7471,amatasek,"Bump run back 4 hours",2025-04-08T21:10:36Z,2025-04-08T21:35:03Z,master,1,1,2,1
FSP-V4,7470,timsquires,"FSP-11093 Fix multi student training not loading courses for student 2",2025-04-08T20:36:18Z,2025-04-14T14:21:05Z,FE-646-RC-1,42,33,75,2
FSP-V4,7457,joshvahl-fsp,"FSP-11220 fixes retry subscription logic, clears student loans after use",2025-04-04T20:51:27Z,2025-04-04T21:03:54Z,FE-644-RC-2,36,26,62,4
FSP-V4,7455,tylermeininger-fsp,"FE-641-RC-1 Merge conflict fix to master",2025-04-04T14:49:36Z,2025-04-04T14:51:33Z,master,624,180,804,25
FSP-V4,7448,timsquires,"FE-463 defect fixes",2025-04-03T13:46:09Z,2025-04-03T14:42:39Z,FE-643-RC-3,13,2,15,2
FSP-V4,7443,timsquires,"FSP-11190 reverse ground school status check",2025-04-02T15:28:33Z,2025-04-02T15:38:28Z,FE-643-RC-3,4,4,8,1
FSP-V4,7439,tylermeininger-fsp,"Add conditional back for continue with existing times button",2025-04-02T14:48:18Z,2025-04-02T14:54:23Z,FE-641-RC-1,1,1,2,1
FSP-V4,7434,tylermeininger-fsp,"FSP-11157 Update squawk in list conditionally after create",2025-04-02T00:06:06Z,2025-04-02T14:02:05Z,FE-641-RC-1,13,9,22,1
FSP-V4,7433,timsquires,"FSP-10808 support ITD and UTD sim classes",2025-04-01T21:12:32Z,2025-04-07T15:58:50Z,FE-645-RC-1,195,163,358,13
FSP-V4,7432,joshvahl-fsp,"FSP-11103 adds sallie mae about text",2025-04-01T19:31:45Z,2025-04-01T19:46:46Z,FE-642.1-hotfix,42,20,62,3
FSP-V4,7420,timsquires,"FSP-10143 add ContentProviderAccountStatus, show banners based on it",2025-03-31T17:50:15Z,2025-03-31T20:29:53Z,FE-643-RC,59,2,61,5
FSP-V4,7415,joshvahl-fsp,"FSP-11166 adds data-cy to copy operator guid icon",2025-03-27T20:38:24Z,2025-03-27T20:51:51Z,FE-642-RC-2,3,1,4,2
FSP-V4,7414,timsquires,"FSP-11153 up find a time res limit from 12 to 13 hours",2025-03-27T14:49:55Z,2025-03-27T14:52:36Z,FE-641-RC-1,1,1,2,1
FSP-V4,7413,tylermeininger-fsp,"FSP-8849 Scheduling slot availability bugfix",2025-03-26T20:59:22Z,2025-03-27T14:51:35Z,FE-641-RC-1,21,8,29,6
FSP-V4,7412,joshvahl-fsp,"FSP-11094 adds required query params guard",2025-03-26T20:46:16Z,2025-03-26T20:50:46Z,FE-642-RC-2,32,0,32,3
FSP-V4,7411,joshvahl-fsp,"FSP-10865 sallie mae integration page",2025-03-26T14:36:33Z,2025-03-26T15:30:13Z,FE-642-RC-2,1086,606,1692,33
FSP-V4,7410,joshvahl-fsp,"FSP-10864 adds sallie mae to integrations list page",2025-03-26T14:35:30Z,2025-03-26T15:17:45Z,FE-642-RC-2,7,0,7,2
FSP-V4,7409,joshvahl-fsp,"FSP-11073 fixes transactions filter clear bug",2025-03-26T14:34:13Z,2025-03-26T15:15:51Z,FE-642-RC-2,1,2,3,1
FSP-V4,7408,joshvahl-fsp,"FSP-11094 fixes sales list permission bug",2025-03-26T14:33:18Z,2025-03-26T15:14:40Z,FE-642-RC-2,14,3,17,4
FSP-V4,7405,timsquires,"FSP-9193 adjust instructor time limits",2025-03-24T21:51:29Z,2025-03-26T14:46:03Z,FE-641-RC-1,42,2,44,3
FSP-V4,7401,amatasek,"Added parameters for subfolder and individual spec files to Cypress runner",2025-03-24T18:01:08Z,2025-03-24T18:08:06Z,master,10,1,11,1
FSP-V4,7400,tylermeininger-fsp,"FSP-11096 RTS Cleanup",2025-03-24T16:20:11Z,2025-03-26T14:56:41Z,FE-641-RC-1,35,6,41,1
FSP-V4,7399,tylermeininger-fsp,"FSP-9860 Null check aircraftId before fetching booking alerts",2025-03-21T17:06:23Z,2025-03-26T14:47:51Z,FE-641-RC-1,2,2,4,1
FSP-V4,7388,joshvahl-fsp,"FSP-11083 fixes issue with vm order on product and service modal",2025-03-19T14:30:24Z,2025-03-19T14:45:04Z,FE-638-RC-2,1,1,2,1
FSP-V4,7387,tylermeininger-fsp,"FSP-11046 Mx status report changes",2025-03-17T15:12:28Z,2025-03-17T17:45:02Z,FE-640-RC-1,23,10,33,2
FSP-V4,7381,joshvahl-fsp,"FSP-11056 fixes cancel subscription text so it flexes",2025-03-14T18:19:01Z,2025-03-14T19:12:05Z,FE-638-RC-2,22,8,30,3
FSP-V4,7380,tylermeininger-fsp,"Add attachments to reminders and squawks",2025-03-14T16:53:47Z,2025-03-17T17:44:24Z,FE-640-RC-1,1783,71,1854,60
FSP-V4,7379,joshvahl-fsp,"FSP-11043 fixes issue with reactivating loan subscription",2025-03-13T20:30:53Z,2025-03-13T21:22:27Z,FE-638-RC-2,116,35,151,3
FSP-V4,7375,timsquires,"FSP-10991 add date to aircraft reminders that are overbooked",2025-03-13T17:30:42Z,2025-03-14T15:41:16Z,FE-639-RC-3,134,45,179,3
FSP-V4,7374,amatasek,"Add xml report to cypress runner",2025-03-12T17:53:36Z,2025-03-12T18:02:35Z,master,3,1,4,1
FSP-V4,7363,joshvahl-fsp,"FSP-10995 fixes problem with rejected sales logic",2025-03-10T21:54:54Z,2025-03-11T14:18:16Z,FE-638-RC-2,3,0,3,1
FSP-V4,7362,amatasek,"Created Cypress github action runner",2025-03-10T20:16:01Z,2025-03-11T14:30:04Z,master,59,9,68,1
FSP-V4,7361,joshvahl-fsp,"FSP-10987 fixes item types logic for products and services, code cleanup",2025-03-10T15:45:22Z,2025-03-11T14:24:33Z,FE-638-RC-2,266,247,513,4
FSP-V4,7360,joshvahl-fsp,"FSP-10577 fixes styling issue with QBO form fields",2025-03-07T20:08:15Z,2025-03-11T14:26:30Z,FE-638-RC-2,2,25,27,4
FSP-V4,7353,timsquires,"FSP-10565 send sportys data",2025-03-06T15:09:57Z,2025-03-06T15:56:05Z,FE-632-RC-3,25,8,33,6
FSP-V4,7348,bartgriffith,"FSP-8822: fix sync status not updating on list ",2025-03-05T19:10:50Z,2025-03-05T19:16:43Z,FE-636-RC-4,42,17,59,7
FSP-V4,7343,timsquires,"FSP-10962 fix dashboard alert for aviator pro",2025-03-05T16:34:08Z,2025-03-05T17:08:44Z,FE-632-RC-3,123,19,142,2
FSP-V4,7342,timsquires,"FSP-10962 Fixes issues found on FE-632",2025-03-04T22:09:31Z,2025-03-05T13:32:43Z,FE-632-RC-3,100,82,182,5
FSP-V4,7340,tylermeininger-fsp,"FSP-10735 Add ref number to reminder resolutions",2025-03-04T19:43:48Z,2025-03-17T17:49:39Z,FE-640-RC-1,36,14,50,6
FSP-V4,7339,bartgriffith,"move remaining CloudSync flag to operator",2025-03-04T17:50:19Z,2025-03-04T17:57:49Z,FE-636-RC-4,4,2,6,2
FSP-V4,7338,joshvahl-fsp,"FSP-10677 fixes bug where payFieldsScript was loaded twice causing errors in the credit card form",2025-03-04T15:51:09Z,2025-03-04T16:38:27Z,FE-637-RC-2,9,28,37,1
FSP-V4,7337,joshvahl-fsp,"FSP-10956 fixes race condition with taxes on payment modal",2025-03-04T15:44:30Z,2025-03-04T16:39:24Z,FE-637-RC-2,14,12,26,1
FSP-V4,7336,joshvahl-fsp,"FSP-10931 adds loan payment type on new subscription modal",2025-03-04T15:44:10Z,2025-03-11T14:28:06Z,FE-638-RC-2,59,1,60,3
FSP-V4,7335,joshvahl-fsp,"FSP-10930 makes ""billed to"" field dynamic",2025-03-04T15:43:48Z,2025-03-11T14:25:36Z,FE-638-RC-2,25,5,30,5
FSP-V4,7334,tylermeininger-fsp,"FSP-10775 Squawks history table",2025-03-03T21:28:49Z,2025-03-27T14:53:53Z,FE-641-RC-1,460,162,622,13
FSP-V4,7333,amatasek,"Create test-integration.yml",2025-03-03T21:26:10Z,2025-03-04T19:35:39Z,master,33,0,33,1
FSP-V4,7332,bartgriffith,"iOS-234: add back Download LogTen dashboard widget",2025-03-03T18:03:12Z,2025-03-03T20:49:15Z,FE-636-RC-4,19,5,24,4
FSP-V4,7331,bartgriffith,"move cloud sync feature flag to operator",2025-03-03T16:41:03Z,2025-03-04T16:22:17Z,FE-636-RC-4,1,4,5,4
FSP-V4,7330,bartgriffith,"Fe 632/merge master",2025-02-28T20:22:27Z,2025-02-28T20:23:11Z,FE-632-RC-3,930,156,1086,27
FSP-V4,7322,bartgriffith,"Fix merge conflict between FE-632 and master",2025-02-28T15:32:13Z,2025-02-28T15:32:39Z,FE-632-RC-3,392,373,765,41
FSP-V4,7317,joshvahl-fsp,"FSP-10940 fixes defect with new payment option not being selected",2025-02-27T22:07:33Z,2025-02-27T22:13:47Z,FE-634-RC-2,6,56,62,2
FSP-V4,7316,bartgriffith,"FSP-8822: LogTen syncing from users reservation list",2025-02-27T16:09:03Z,2025-03-04T16:26:23Z,FE-636-RC-4,335,127,462,14
FSP-V4,7315,timsquires,"FSP-10769 Time to next service report updates",2025-02-27T16:07:14Z,2025-02-27T17:12:59Z,FE-635-RC-1,141,39,180,3
FSP-V4,7314,timsquires,"FSP-10765 Add maintenance meter multiplier modal",2025-02-27T16:06:25Z,2025-02-27T17:11:40Z,FE-635-RC-1,416,39,455,17
FSP-V4,7309,joshvahl-fsp,"FSP-10685 fixes new subscription save payment method logic",2025-02-25T20:34:33Z,2025-02-25T23:18:30Z,FE-634-RC-2,4,8,12,3
FSP-V4,7307,joshvahl-fsp,"FSP-9335 fixes base url being removed from mass email links",2025-02-25T17:41:15Z,2025-02-25T23:18:06Z,FE-634-RC-2,1,0,1,1
FSP-V4,7306,joshvahl-fsp,"FSP-10776 fixes return logic for loan package payments",2025-02-25T14:34:00Z,2025-02-25T23:17:39Z,FE-634-RC-2,5,1,6,1
FSP-V4,7305,bartgriffith,"FSP-10817: add back LogTen deep link button",2025-02-21T19:41:45Z,2025-02-21T20:25:57Z,FE-633-RC-4,122,83,205,19
FSP-V4,7303,joshvahl-fsp,"FSP-10853 rate type logic fix",2025-02-21T14:57:38Z,2025-02-25T23:16:54Z,FE-634-RC-2,0,11,11,1
FSP-V4,7302,joshvahl-fsp,"FSP-10709 fixes stratus widget display logic",2025-02-20T21:50:00Z,2025-02-25T23:16:20Z,FE-634-RC-2,17,14,31,2
FSP-V4,7297,bartgriffith,"FSP-10817: Add to LogTen button sends to cloud",2025-02-19T18:08:26Z,2025-02-19T21:00:03Z,FE-633-RC-4,193,298,491,22
FSP-V4,7295,tylermeininger-fsp,"FSP-10839 Reference number object null check",2025-02-18T17:36:08Z,2025-02-18T17:55:21Z,FE-631-RC-1,1,1,2,1
FSP-V4,7293,joshvahl-fsp,"FSP-10825 adds data-cy to ""View More"" button",2025-02-18T15:01:10Z,2025-02-18T15:09:30Z,FE-630-RC-2,6,1,7,1
FSP-V4,7288,tylermeininger-fsp,"Hide reference number changes behind feature flag",2025-02-17T17:09:37Z,2025-02-17T17:18:58Z,FE-631-RC-1,43,20,63,16
FSP-V4,7287,joshvahl-fsp,"FSP-10811 fixes bug caused by trainingSessions filter",2025-02-17T14:17:53Z,2025-02-17T14:33:51Z,FE-625.1-hotfix,19,17,36,1
FSP-V4,7286,timsquires,"FSP-10788 Add MzeroA option to company syllabus providers list",2025-02-17T13:36:42Z,2025-02-17T14:39:07Z,FE-631-RC-1,1,0,1,1
FSP-V4,7285,tylermeininger-fsp,"Fix when displayed startDate is modified",2025-02-14T19:40:35Z,2025-02-14T19:44:26Z,FE-631-RC-1,1,1,2,1
FSP-V4,7284,joshvahl-fsp,"fix for testing utils",2025-02-14T17:07:07Z,2025-02-14T17:42:12Z,FE-630-RC-2,6,0,6,1
FSP-V4,7283,joshvahl-fsp,"FE-630 defect fixes and change request changes",2025-02-14T16:45:05Z,2025-02-14T16:46:42Z,FE-630-RC-2,26,10,36,2
FSP-V4,7279,tylermeininger-fsp,"Bufixes: race conditions and incorrect start time on recurring series edit",2025-02-14T15:51:37Z,2025-02-14T16:41:36Z,FE-631-RC-1,21,4,25,4
FSP-V4,7277,joshvahl-fsp,"FSP-10800 fixes issue when returning to view res modal",2025-02-13T20:00:08Z,2025-02-13T20:08:30Z,FE-625-628-629-RC-4,16,8,24,1
FSP-V4,7276,joshvahl-fsp,"fix for jest tests",2025-02-13T17:36:52Z,2025-02-13T17:37:19Z,FE-625-628-629-RC-4,1,0,1,1
FSP-V4,7275,joshvahl-fsp,"Fe 625 627 628 629/defects",2025-02-13T17:16:55Z,2025-02-13T17:21:49Z,FE-625-628-629-RC-4,13,4,17,6
FSP-V4,7269,joshvahl-fsp,"Fe 627/integration test fixes",2025-02-12T19:00:48Z,2025-02-12T20:00:45Z,FE-627-RC-2,4,3,7,1
FSP-V4,7262,joshvahl-fsp,"adds intercept and waits for delete request",2025-02-12T16:34:32Z,2025-02-12T16:35:28Z,FE-627-RC-2,6,1,7,1
FSP-V4,7261,joshvahl-fsp,"FSP-10750 makes data-cy attributes unique for log in buttons",2025-02-11T22:22:05Z,2025-02-11T22:27:46Z,FE-630-RC-2,3,1,4,1
FSP-V4,7260,joshvahl-fsp,"FSP-10741 fixes defect with studentId not being set properly",2025-02-11T17:54:09Z,2025-02-11T17:56:03Z,FE-625-RC-4,1,1,2,1
FSP-V4,7259,tylermeininger-fsp,"FSP-10569 Add reference number field to reminders and squawks",2025-02-11T17:43:20Z,2025-02-14T18:43:36Z,FE-631-RC-1,180,129,309,22
FSP-V4,7256,joshvahl-fsp,"FSP-10713 removes primaryPayment from model",2025-02-10T22:51:34Z,2025-02-11T16:15:26Z,FE-630-RC,0,1,1,1
FSP-V4,7255,joshvahl-fsp,"FSP-10246 removes unnecessary code that was loading work orders twice",2025-02-10T22:05:09Z,2025-02-11T16:14:57Z,FE-630-RC,2,41,43,1
FSP-V4,7254,joshvahl-fsp,"FSP-10725 makes data-cy attributes unique",2025-02-10T21:58:12Z,2025-02-10T22:03:14Z,FE-625-RC-4,110,122,232,5
FSP-V4,7252,joshvahl-fsp,"FSP-10715 fixes issue with app context not updating with merch accts",2025-02-10T15:59:40Z,2025-02-10T17:07:51Z,FE-627-RC-2,1,3,4,1
FSP-V4,7238,joshvahl-fsp,"FE-625 cleanup",2025-02-07T17:16:45Z,2025-02-07T17:17:06Z,FE-625-RC-4,375,127,502,12
FSP-V4,7232,joshvahl-fsp,"Merge pull request #7221 from Flight-Schedule-Pro/master",2025-02-07T16:58:00Z,2025-02-07T16:58:31Z,FE-626-RC-1,505,84,589,9
FSP-V4,7230,bartgriffith,"FSP-10436: Add support for FSP embedded logbook",2025-02-06T17:44:38Z,2025-02-19T20:30:10Z,FE-633-RC-4,145,74,219,17
FSP-V4,7228,timsquires,"FSP-10412 include scheduling groups in student availability calendar",2025-02-05T23:07:07Z,2025-02-11T16:18:06Z,FE-629-RC,2,1,3,1
FSP-V4,7227,joshvahl-fsp,"FSP-10653 removes refresh=true from merchant accounts bootstrap",2025-02-05T21:35:53Z,2025-02-06T14:42:07Z,FE-627-RC-2,1,1,2,1
FSP-V4,7226,joshvahl-fsp,"FSP-10651 fix for payment methods not reloading, code cleanup",2025-02-05T21:26:46Z,2025-02-06T14:40:27Z,FE-627-RC-2,289,267,556,2
FSP-V4,7225,joshvahl-fsp,"FSP-10563 starter suite",2025-02-05T21:25:15Z,2025-02-07T18:14:26Z,FE-628-RC-1,365,301,666,2
FSP-V4,7217,joshvahl-fsp,"FSP-8816 multiple students log session modal",2025-02-03T14:43:27Z,2025-02-03T18:18:02Z,FE-625-RC,115,16,131,8
FSP-V4,7216,joshvahl-fsp,"FSP-8815 training for multiple customers",2025-02-03T14:41:57Z,2025-02-03T18:16:17Z,FE-625-RC,266,117,383,6
FSP-V4,7213,bartgriffith,"fix new feature flag",2025-01-31T18:37:21Z,2025-01-31T19:03:38Z,FE-624-RC-4,1,1,2,1
FSP-V4,7210,joshvahl-fsp,"Sportys Progress Bar and Time Spent In Test Prep",2025-01-30T21:50:44Z,2025-01-31T14:43:47Z,FE-621-RC-3,231,170,401,12
FSP-V4,7209,lucas-matheus-fsp,"Adding comments, improving the command to delete completed maintenance reservation",2025-01-28T21:18:37Z,2025-01-31T16:48:22Z,master,69,43,112,4
